Nodes,Degree_centrality,Closeness_centrality,Betweenness_centrality
1426,0.34439834024896265,0.6040100250626567,0.0032326604589530644
1427,0.1950207468879668,0.5540229885057472,0.0017045122762627794
1428,0.34024896265560167,0.6025,0.0023673555606706655
1429,0.26556016597510373,0.5765550239234449,0.002594767511934096
1430,0.15352697095435686,0.5262008733624454,0.00034307586821177464
1431,0.2946058091286307,0.5863746958637469,0.0027002274874521706
1434,0.3900414937759336,0.6211340206185567,0.005507859990302447
1435,0.16182572614107885,0.5320088300220751,0.0005151661474144741
1437,0.3941908713692946,0.6227390180878553,0.004901823462618675
1439,0.3153526970954357,0.5935960591133005,0.002598133750419092
1441,0.13278008298755187,0.5052410901467506,0.00014342800672956097
1443,0.39834024896265563,0.6243523316062176,0.005187437252506514
1451,0.21991701244813278,0.5565819861431871,0.0015271047596564448
1452,0.31950207468879666,0.5950617283950618,0.0028603343168716474
1453,0.23651452282157676,0.5657276995305164,0.0013200207220943356
1457,0.4605809128630705,0.6495956873315364,0.0068943660122957814
1458,0.4066390041493776,0.6276041666666666,0.00667919122838685
1459,0.26141078838174275,0.5751789976133651,0.0033527145253640046
1461,0.19917012448132781,0.5527522935779816,0.0013643031488225327
1465,0.25311203319502074,0.5724465558194775,0.0017805533622056772
1468,0.34854771784232363,0.6055276381909548,0.003689864579112131
1471,0.21991701244813278,0.5565819861431871,0.0011614753275778818
1475,0.1908713692946058,0.5391498881431768,0.001488342648073766
1477,0.4066390041493776,0.6276041666666666,0.006795635829698539
1479,0.1825726141078838,0.5452488687782805,0.0010474819006589678
1480,0.3941908713692946,0.6227390180878553,0.006256881031039342
1482,0.3360995850622407,0.600997506234414,0.002881521629393578
1483,0.2033195020746888,0.5477272727272727,0.0008920689383033018
1486,0.2697095435684647,0.5751789976133651,0.002179866608978405
1489,0.3153526970954357,0.5935960591133005,0.0030330679717997873
1493,0.34439834024896265,0.6040100250626567,0.002695039666081089
1495,0.24481327800829875,0.5670588235294117,0.0022772925997264983
1498,0.43983402489626555,0.6409574468085106,0.006471003213784388
1500,0.34024896265560167,0.6025,0.0044448966670857445
1501,0.3153526970954357,0.5935960591133005,0.0023262646345697754
1502,0.3029045643153527,0.589242053789731,0.0022208038051601043
1503,0.38589211618257263,0.6195372750642674,0.006561643708387993
1504,0.13692946058091288,0.5182795698924731,0.0007256666108536853
1511,0.16182572614107885,0.5193965517241379,0.0003299329174292198
1516,0.23236514522821577,0.5604651162790698,0.0025379870169663318
1519,0.17012448132780084,0.5440180586907449,0.0011238551254095913
1520,0.2987551867219917,0.5835351089588378,0.0021516389090506225
1521,0.16597510373443983,0.5391498881431768,0.0018238131817854583
1522,0.2946058091286307,0.5863746958637469,0.0037308252371673705
1524,0.0954356846473029,0.4839357429718876,2.939560906283122e-05
1525,0.1950207468879668,0.5427927927927928,0.0013765505854360517
1528,0.2033195020746888,0.5565819861431871,0.0012840348037454715
1532,0.3817427385892116,0.617948717948718,0.00416127693766553
1533,0.39834024896265563,0.6243523316062176,0.005172125069160935
1538,0.1078838174273859,0.5,0.00013167648667798164
1539,0.1908713692946058,0.5452488687782805,0.0008679578556966812
1545,0.22821576763485477,0.5617715617715617,0.0011362239986730323
1546,0.24481327800829875,0.5697399527186762,0.0023646456104244014
1548,0.3278008298755187,0.598014888337469,0.004968674336590425
1549,0.29045643153526973,0.5849514563106796,0.002683066278953061
1551,0.5560165975103735,0.6925287356321839,0.013270962739313339
1552,0.5103734439834025,0.6713091922005571,0.009816646016022591
1555,0.2821576763485477,0.5793269230769231,0.003117121605644251
1558,0.4190871369294606,0.6325459317585301,0.005689085624285396
1560,0.4149377593360996,0.6308900523560209,0.005847862959700832
1562,0.24066390041493776,0.5657276995305164,0.0019220559867881319
1563,0.4024896265560166,0.625974025974026,0.006713279694554331
1564,0.3236514522821577,0.5965346534653465,0.0025094810777880135
1567,0.35684647302904565,0.6085858585858586,0.003932226110710768
1570,0.21161825726141079,0.5527522935779816,0.0008078281971888256
1572,0.43983402489626555,0.6409574468085106,0.006133692694536004
1574,0.26141078838174275,0.5683962264150944,0.00263624012631954
1578,0.2946058091286307,0.5863746958637469,0.002721488281679489
1579,0.5062240663900415,0.6694444444444444,0.008740751914188794
1580,0.1825726141078838,0.5427927927927928,0.0007334944601842128
1585,0.3278008298755187,0.5965346534653465,0.0036128897076180486
1592,0.29045643153526973,0.5835351089588378,0.0020977620335365537
1594,0.4024896265560166,0.625974025974026,0.004981052635964396
1601,0.16182572614107885,0.5367483296213809,0.0010636221705188336
1603,0.13278008298755187,0.5320088300220751,0.00045493869122892805
1604,0.23236514522821577,0.5644028103044496,0.0017519722599360174
1606,0.22406639004149378,0.5591647331786543,0.002766303205082872
1609,0.08298755186721991,0.49183673469387756,0.00011087457637026953
1613,0.4605809128630705,0.6495956873315364,0.009159601451164838
1616,0.15767634854771784,0.5331858407079646,0.0008024173529490113
1617,0.2987551867219917,0.5878048780487805,0.002533063996316194
1618,0.14107883817427386,0.5193965517241379,0.0009504234630005701
1625,0.4315352697095436,0.6375661375661376,0.006349551218107787
1628,0.4605809128630705,0.6495956873315364,0.008552534751028565
1630,0.26141078838174275,0.5697399527186762,0.004411499052428243
1632,0.1950207468879668,0.5427927927927928,0.001690086848236646
1637,0.14522821576763487,0.5320088300220751,0.0003650464233948279
1641,0.24066390041493776,0.5670588235294117,0.0012367926574351513
1643,0.21991701244813278,0.5552995391705069,0.001064725547710192
1647,0.14937759336099585,0.5285087719298246,0.0007655552510308094
1648,0.29045643153526973,0.5835351089588378,0.0017891659054109495
1649,0.22406639004149378,0.5617715617715617,0.0025417337007693098
1650,0.22406639004149378,0.5565819861431871,0.0036490810858638163
1653,0.1908713692946058,0.5527522935779816,0.0017518562847821267
1656,0.34024896265560167,0.6025,0.003372788486189838
1661,0.13692946058091288,0.5262008733624454,0.00022537500624452718
1663,0.22821576763485477,0.5617715617715617,0.0019204434645749497
1664,0.35269709543568467,0.6070528967254408,0.003387707515059869
1665,0.5103734439834025,0.6713091922005571,0.009243899736491682
1666,0.45643153526970953,0.6478494623655914,0.006394809439871936
1668,0.2033195020746888,0.5552995391705069,0.0011526660428687696
1670,0.23651452282157676,0.5604651162790698,0.002643155008265343
1673,0.5145228215767634,0.6731843575418994,0.008365147161256222
1674,0.3112033195020747,0.5921375921375921,0.0029882419418482027
1675,0.4315352697095436,0.6375661375661376,0.005673186035801484
1680,0.2074688796680498,0.5527522935779816,0.001389575895842751
1681,0.17842323651452283,0.5415730337078651,0.0011684167760748303
1682,0.16597510373443983,0.5355555555555556,0.0006715116517253389
1684,0.42738589211618255,0.6358839050131926,0.0055109389190181445
1685,0.26141078838174275,0.5738095238095238,0.0023187852581882263
1687,0.17842323651452283,0.5452488687782805,0.0008734552090536722
1688,0.35684647302904565,0.6085858585858586,0.004330694428647375
1695,0.42738589211618255,0.6358839050131926,0.005072847273513132
1696,0.3278008298755187,0.598014888337469,0.002988304662451501
1697,0.48132780082987553,0.6584699453551912,0.00682083547990916
1698,0.4107883817427386,0.6292428198433421,0.005150046686380633
1700,0.5020746887966805,0.667590027700831,0.008142805664809145
1702,0.24066390041493776,0.5630841121495327,0.0018256158213265747
1704,0.3941908713692946,0.6227390180878553,0.004376261918223151
1705,0.2821576763485477,0.5821256038647343,0.0019250768281121322
1706,0.13692946058091288,0.5160599571734475,0.0004599747880166309
1707,0.2821576763485477,0.5793269230769231,0.002889967524087638
1708,0.4896265560165975,0.6620879120879121,0.008576683128491722
1709,0.24481327800829875,0.5697399527186762,0.0018207789409852527
1710,0.1908713692946058,0.5502283105022832,0.0007184605343475151
1711,0.35684647302904565,0.6085858585858586,0.005014431941485278
1712,0.23236514522821577,0.5630841121495327,0.0017090050668011367
1713,0.13278008298755187,0.5,0.0003869062913940385
1714,0.34024896265560167,0.6025,0.002539559381795622
1715,0.0912863070539419,0.470703125,2.7214282055222577e-06
1718,0.24066390041493776,0.5670588235294117,0.0019186373196033804
1719,0.37344398340248963,0.6147959183673469,0.004183047838096476
1720,0.34854771784232363,0.6055276381909548,0.002271837386333175
1722,0.3941908713692946,0.6227390180878553,0.0033517659825691715
1723,0.2821576763485477,0.5807228915662651,0.0013411362816116601
1727,0.33195020746887965,0.598014888337469,0.0035666230353957698
1730,0.44813278008298757,0.6443850267379679,0.00616015028553974
1731,0.24066390041493776,0.5630841121495327,0.0011384749370604117
1732,0.3029045643153527,0.589242053789731,0.0026029603946653547
1735,0.15767634854771784,0.5296703296703297,0.00034100012411811373
1737,0.1950207468879668,0.5427927927927928,0.00035925550414510875
1738,0.2157676348547718,0.5540229885057472,0.000967909616965142
1739,0.14522821576763487,0.5138592750533049,0.0005361095380244136
1741,0.24896265560165975,0.5670588235294117,0.0018760078549142412
1743,0.2987551867219917,0.5878048780487805,0.0032392021311224094
1744,0.2033195020746888,0.5502283105022832,0.0011055834300188522
1745,0.23236514522821577,0.5657276995305164,0.0018542325220381494
1746,0.21161825726141079,0.5591647331786543,0.0014571692393829387
1748,0.31950207468879666,0.5950617283950618,0.002546909683541097
1749,0.3817427385892116,0.617948717948718,0.005101500992820503
1750,0.08713692946058091,0.46705426356589147,0.0
1751,0.2987551867219917,0.5878048780487805,0.002320121114518334
1752,0.3236514522821577,0.5950617283950618,0.003145599506037683
1753,0.15767634854771784,0.5355555555555556,0.0009116376796593484
1757,0.46473029045643155,0.6513513513513514,0.005956721398115958
1759,0.3278008298755187,0.5965346534653465,0.004303290011855942
1760,0.12448132780082988,0.5320088300220751,0.00032986019479086407
1761,0.5311203319502075,0.6807909604519774,0.010299139150097687
1763,0.3775933609958506,0.6163682864450127,0.004235642213042377
1764,0.31950207468879666,0.5950617283950618,0.002453075020914661
1765,0.4896265560165975,0.6620879120879121,0.008126839798377543
1766,0.2821576763485477,0.5821256038647343,0.002000974513312151
1767,0.35269709543568467,0.6070528967254408,0.0031744205747218763
1768,0.39834024896265563,0.6243523316062176,0.0047907756291694055
1770,0.12863070539419086,0.5239130434782608,0.00029210966158174623
1772,0.2697095435684647,0.5779376498800959,0.0020178973046781896
1774,0.21991701244813278,0.5617715617715617,0.001679561299572042
1775,0.29045643153526973,0.5849514563106796,0.0028529948245570634
1778,0.2572614107883817,0.5738095238095238,0.0014289886310073015
1779,0.1825726141078838,0.5379464285714286,0.0008187379225248251
1780,0.5352697095435685,0.6827195467422096,0.00822630491944228
1782,0.29045643153526973,0.5835351089588378,0.0014476443704513078
1783,0.2987551867219917,0.5878048780487805,0.004073664820180177
1787,0.33195020746887965,0.599502487562189,0.004281643886197553
1789,0.2863070539419087,0.5835351089588378,0.0025766918055057813
1790,0.37344398340248963,0.6147959183673469,0.004489000880756324
1792,0.29045643153526973,0.5835351089588378,0.002217493843118477
1795,0.36929460580912865,0.6132315521628499,0.002739700390793419
1796,0.27385892116182575,0.5793269230769231,0.0025587498183760856
1797,0.26556016597510373,0.5765550239234449,0.002147641836364627
1798,0.3112033195020747,0.5921375921375921,0.004562694696185549
1799,0.13692946058091288,0.5296703296703297,0.0002102080644049773
1800,0.14937759336099585,0.5296703296703297,0.0003237642879809032
1801,0.3070539419087137,0.589242053789731,0.002330539421673125
1802,0.2987551867219917,0.5878048780487805,0.003935178648466278
1803,0.09958506224066391,0.4908350305498982,0.00017400998413740634
1805,0.12033195020746888,0.5073684210526316,0.0003633866882410016
1807,0.12033195020746888,0.5138592750533049,0.0004632553047517994
1809,0.2697095435684647,0.5751789976133651,0.0020104457889270097
1815,0.22406639004149378,0.5617715617715617,0.0013798716109590856
1818,0.14107883817427386,0.5273522975929978,0.000761277019542023
1819,0.2033195020746888,0.5440180586907449,0.0018718814153455509
1820,0.22406639004149378,0.5604651162790698,0.0016928916826154355
1821,0.34439834024896265,0.6025,0.005602462677434511
1822,0.46887966804979253,0.6531165311653117,0.005208216800886262
1824,0.14937759336099585,0.5355555555555556,0.0005225107635738063
1831,0.16182572614107885,0.5343680709534369,0.0010397085077841492
1833,0.4854771784232365,0.6602739726027397,0.006515274582847988
1835,0.3236514522821577,0.5965346534653465,0.00461091398262641
1836,0.16597510373443983,0.5285087719298246,0.0010980147422907777
1837,0.39834024896265563,0.6243523316062176,0.005225941428382213
1838,0.37344398340248963,0.6147959183673469,0.003373912316936268
1843,0.3817427385892116,0.6163682864450127,0.004495834868177476
1847,0.36929460580912865,0.6132315521628499,0.006355596568864615
1851,0.4605809128630705,0.6495956873315364,0.008706620171539902
1852,0.25311203319502074,0.5724465558194775,0.004265544609705997
1854,0.1950207468879668,0.5403587443946188,0.0015862565254686556
1855,0.36929460580912865,0.6132315521628499,0.0037976783236200015
1857,0.3651452282157676,0.6116751269035533,0.00512014204929989
1858,0.21161825726141079,0.5502283105022832,0.0013100940478039877
1859,0.3651452282157676,0.6085858585858586,0.003258981865674354
1861,0.33195020746887965,0.598014888337469,0.003781772216696471
1863,0.12448132780082988,0.5171673819742489,0.00035766299128641007
1865,0.12033195020746888,0.5116772823779193,0.00039912779178864804
1866,0.4024896265560166,0.625974025974026,0.007995580454847485
1872,0.14522821576763487,0.5149572649572649,0.00039411829753771126
1877,0.14522821576763487,0.5160599571734475,0.000668992301751924
1880,0.18672199170124482,0.5403587443946188,0.0015430021823769062
1883,0.14522821576763487,0.5171673819742489,0.0004923425033272058
1885,0.3360995850622407,0.600997506234414,0.004778297733709977
1887,0.36929460580912865,0.6132315521628499,0.004521243889120692
1888,0.13692946058091288,0.5193965517241379,0.0005789025369534693
1889,0.36099585062240663,0.610126582278481,0.00473436187433325
1890,0.4979253112033195,0.6657458563535912,0.009915366450965142
1892,0.12448132780082988,0.5182795698924731,0.0005808733423882528
1895,0.3360995850622407,0.600997506234414,0.005391595163632677
1897,0.12448132780082988,0.4948665297741273,0.0002520428054633148
1898,0.2946058091286307,0.5849514563106796,0.0029591989671692446
1902,0.4066390041493776,0.6276041666666666,0.005910879595593586
1906,0.16597510373443983,0.5403587443946188,0.0010464358023164495
1907,0.36099585062240663,0.6070528967254408,0.004283876074590709
1908,0.2572614107883817,0.5710900473933649,0.0024215289141475793
1909,0.4024896265560166,0.625974025974026,0.0036596107777683573
1910,0.08713692946058091,0.4948665297741273,0.00011650819752903243
1911,0.4024896265560166,0.625974025974026,0.0050204979849793555
1912,0.4605809128630705,0.6495956873315364,0.005776456265741557
1913,0.21991701244813278,0.5540229885057472,0.002477913263039965
1916,0.45228215767634855,0.646112600536193,0.0065799326970544
1917,0.14107883817427386,0.5273522975929978,0.0005315579786972245
1919,0.1825726141078838,0.5440180586907449,0.001163808667260717
1920,0.2946058091286307,0.5835351089588378,0.00253159139962937
1922,0.26556016597510373,0.5738095238095238,0.002006625510613137
